X	HN23_1	HN25_1	HN26_1	HN28_1	HN_0	HN10_0	HN12_0	HN13_0	HN16_0	HN17_0	HN18_0	HN20_0	HN22_0	HN24_0	HN24_1	HN25_0	HN26_0	HN5_0	HN5_1	HN6_0	HN6_1	HN7_0	HN8_0
234	3219.360575	226.4296444	0.010530762	0	3544.390567	14.05885245	5754.956563	22.01846877	1430.879293	884.3114005	2252.55675	0.09861014	1.204491148	5.087492272	25.85673825	146.2417265	0	1377.47808	37.37881463	0.051970846	0.100879097	0	5.76227556
235	497.6694386	18.1252544	2.843780907	0.006545476	567.6560705	36.63554972	381.0280844	5.276989416	177.0975075	85.57990009	366.7557075	0.013234797	0	0.036486693	0	133.573545	0	29.70781772	0	0	0	0	0
236	195.925114	70.76572712	3.585103988	0.165688108	786.3039854	0.074827938	411.7404799	79.90913171	517.6222999	113.6358254	223.0547282	0	0	0	1.596685193	355.8225493	0	50.41562323	0	0	0	0	44.22451717
237	96.77081899	4.631532895	0	0.063753106	206.3126895	0	70.89394994	4.683181745	93.11561591	32.94674433	62.56236186	0	0	0	0	75.17024736	0	7.234490483	0	0	0	0	7.648416284
238	0	0.002774019	0.047569701	0	0.001123587	1.359538519	0	0	0.046930863	0.019336216	1.408793421	0.120769331	0	0	0	0	0	0.006476888	0.001871345	0	0.103796364	0	1.121683011
239	0	2.890000445	10.07778959	1.222459019	10.19239548	7.746084223	0	151.0604813	11.31605569	2.746374562	21.53993309	13.95731774	1.923028227	8.353027847	26.02758404	13.59556955	30.83107152	103.6325713	55.68881392	9.686662762	8.699651644	0	8.531280439
240	0	40.45569032	0	7.069762266	87.18325951	59.7500416	0	279.0099542	160.8926852	23.74948814	81.3130387	0.022081703	290.0355293	284.8892492	877.228703	8.582144547	0	37.9502302	50.0108342	5.458975538	0	0	61.43947886
241	0	3.113608348	1.157108196	0.044775602	0.385606491	0	0.865575274	0	0	0.101733911	0	2.932055994	2.74662142	0	0	0.272631656	0	2.623375879	0.281630842	2.049549063	0.112405075	0	0.021979846
242	0	2.166614694	7.215333282	4.827482315	2.339067121	28.09702319	5.380176296	21.18576125	13.88209718	1.991293816	7.122231931	36.69193561	0.914926356	0	0	0	13.53287711	27.07975515	29.46123387	58.32310412	8.502237306	0	40.34549126
243	0	0.283783141	0.078602033	0.226992952	0	0	0	0.629981933	0.105488519	0.001263389	0.383577736	0.030826257	0.050863237	0.354736449	0	0.396086212	0	0.029585352	1.292411668	0.862187384	2.78571536	0	0.249114314
