1	0.236595832
2	16.03814946
3	0.501235723
4	5.313058206
5	6.845410446
6	0.052504487
7	1.14720902
8	0.328324747
9	0.476814951
10	0.21954381
11	0.356327937
12	0.026514136
13	40.68129614
14	0.058620959
15	0.14582105
16	4.050664479
17	0
18	3.145092887
19	16.92312287
20	0.748563297
21	0
22	2.424203903
23	8.216660289
24	0.488686084
25	15.13725594
26	5.596483144
27	0.051360354
28	0
29	0.428451188
30	0
31	0
32	2.041290076
33	0.060340222
34	0.189463392
35	0.347510797
36	0.076437338
37	4.130741885
38	26.32258061
39	0.200004183
40	0.72527508
41	0
42	0.634593809
43	0.305133885
44	0
45	0.125382937
46	0.253787543
47	3.169145804
48	19.16037965
49	4.818509298
50	1.221321713
51	0
52	0.70572716
53	0.660793376
54	0.800575598
55	0.465446244
56	1.886671117
57	0
58	0.654922084
59	5.767810051
60	2.026255825
61	2.570342241
62	0.310334431
63	0
64	0.025761529
65	0.252652767
66	1.078247122
67	2.876467234
68	0
69	61.27309267
70	1.964249816
71	0.678693639
72	0
73	1.254712184
74	6.817276869
75	2.956442294
76	6.904929282
77	0.479883817
78	3.387687932
79	4.668922452
80	5.066692348
81	0.105992781
82	6.805567378
83	0.284534171
84	13.98731154
85	1.982682777
86	11.38401282
87	0.681174082
88	0.962453111
89	0.148403005
90	5.576949842
91	1.068781958
92	1.113801613
93	1.990674687
94	14.62261605
95	0.090930336
96	12.82328724
97	4.982707318
98	8.715057689
99	0.992161338
100	7.947035962
101	17.74054797
102	2.218352067
103	14.53441364
104	4.150289408
105	35.65088771
106	66.7609172
107	34.71563436
108	40.84924126
109	133.4631803
110	347.4438757
111	468.4786583
112	246.290655
113	530.6367542
114	113.0945242
115	47.27772788
116	173.7076124
117	42.31235684
118	136.2204945
119	39.00325501
120	261.7304781
121	35.54343407
122	461.6226559
123	367.3214833
124	66.58657002
125	318.7368176
126	81.35513539
127	256.875614
128	325.7030984
129	289.240921
130	105.1668007
131	86.35262723
132	6.12221931
133	1.825276862
134	0.077094464
135	2.768856895
136	0
137	0.021761677
138	5.167328431
139	5.633725019
140	4.871860576
141	0.034765792
142	0.892182557
143	0.465862454
144	27.6647242
145	105.6553497
146	0.933221453
147	0.521541095
148	8.866919288
149	0.961526296
150	0.920713691
151	0
152	0.361016216
153	3.237450146
154	0.011518663
155	0.090930604
156	4.362788352
157	9.949989181
158	1.639121464
159	1.465791761
160	14.08155837
161	5.02131346
