	Bcells	CD4_Tcells	CD8_Tcells	Monocytes	Neutrophils	NKcells
AC002116.8	7.62028768024732	8.79037933021757	11.1196168936911	3.18400255877392	1.37007168540376	14.0391705353882
AC002117.1	2.65418071432093	4.05613172064435	3.84956601481123	0.739945291436665	1.76826836836073	4.40712048969382
AC002127.2	0	0	0	0	0	0
AC002127.4	0	0	0	0	0	0
AC002303.1	0.487989846811358	0.462055032540702	1.1883757297459	0.192794526054837	0.196615580594601	1.76398818433402
AC002310.12	2.73456049698231	2.00248185519931	1.64814883526126	0.625246228494495	0.536676506302987	1.84678154780969
AC002310.2	1.52017820461423	0.836915840578901	0.759548161276556	1.02131289410313	0.446069346566605	0.801772149356851
AC002310.7	0	0	0	0	0	0
AC002314.2	0	0	0	0	0	0
AC002314.3	0	0	0	0	0	0
AC002331.1	0	0	0	0	0	0
AC002347.2	0.0965738503366447	0	0	0	0	0
AC002359.1	0	0	0	0	0	0
AC002365.1	0	0	0	0	0	0
AC002366.3	0	0	0	0	0	0
AC002368.4	0	0	0	0	0	0
AC002383.2	0	0	0	0	0	0
AC002386.1	0	0	0	0	0	0
AC002398.9	10.6282249447512	11.4701503180935	11.2605273210895	10.0615207260529	31.5330522601016	18.0967119515134
AC002400.1	1.30140551323857	0.148883867146616	0.361711791101929	0.291807629205871	0	0.496608519971247
AC002401.1	0	0	0	0	0	0
AC002429.4	0	0	0	0	0	0
AC002429.5	0	0	0	0	0	0
AC002450.1	0.330414729112673	0.195079900240083	0.170503534609346	0.359564310070309	0.387658680925278	0.558712445137164
AC002451.3	0	0	0	2.55294254872277	0	0
AC002454.1	0	0	0	0	0	0
AC002456.2	0.742194550484287	0	0	0.270960177462732	3.48905858552219	0
AC002463.2	0	0	0	0	0	0
AC002463.3	0	0	0	0	0	0
AC002465.2	0	0	0	0	0	0
AC002467.5	0	0	0	0	0.84967246097624	0
AC002467.7	0.899564353681924	1.42217659680715	0.899233711019391	2.53236034466377	9.47328022739296	2.90243196375957
AC002470.1	0.121983745267359	0	0.00516754563246091	1.51118736491011	0	0.760481173277319
AC002470.2	0	0	0	0	0	0
AC002472.1	0	0	0	0	0	0
AC002472.11	0	0	0	0	0	0
AC002480.2	0.503327308706072	0	0	0	0	0
AC002480.3	1.56552761920179	0	0	0	0	0
AC002480.4	0.472710522155333	0	0	0	0	0
AC002480.5	7.09692893058718	0	0	0	0	0
AC002485.1	0	0	0	0	0	0
AC002486.2	0	0	0	0	0	0
AC002486.3	0	0	0	0	0	0
AC002511.1	1.03698453550824	0.328591206997165	1.07488678878232	0.77107906571759	1.78425632491421	1.78471474851466
AC002511.2	0	0	0	0	4.9122046471456	0
AC002511.3	0	0	0	0	5.23075344577212	0
AC002523.1	0	0	0	0	0	0
AC002539.1	0	0	0	0	0	0
AC002539.2	0	0	0	0	0	0
AC002542.2	0	0	0	0	0	0
AC002543.2	0	0	0	0.109410389953594	0.19120304487281	0.108609233253746
AC002553.4	0	0	0	0	0	0
AC002558.1	0	0	0	0	0	0
AC002558.2	0.793053084765085	0.523715152901188	0.573508283537915	0.265751976055632	0.531291425099702	1.20030676937612
AC002558.3	1.13873865424757	0.790619957230924	0.981786432416253	1.06281558313179	0.892262250413718	2.16215279181527
AC002565.1	0.559165736298109	0.395324568278063	0.434038285198166	0.427266348260124	0.695616400108923	0.889718616746135
AC002978.1	0	0	0	0	0	0
AC002979.1	0	0	0	0	0	0
AC002981.1	0	0	0	0	0	0
AC002992.1	0	0	0	0	0	0
AC002992.4	0	0	0	0	0	0
AC002994.1	0	0	0	0	0	0
AC003002.1	0.899876210595247	0.482586416645276	0.439175574022554	0.171948867200063	0.143416707954639	1.42783685338322
AC003003.5	0.0457511130067598	0	0	0	0.0531074159507564	0
AC003043.1	0	0	0	0	0	0
AC003043.2	22.484433337057	27.3980312920622	31.4702713419793	18.3149001428892	0.72796064514888	26.2122250785219
AC003045.1	0	0	0	0	0	0
AC003071.1	0.157576693294717	0.0667429469208348	0.103344429763921	0.239715884193983	0.504487611952221	0.310377512793212
AC003075.4	1.01163983041332	3.460387667719	3.31197671800825	1.75093390405564	0	1.26711254664981
AC003079.1	2.55200942075448	1.42733398727791	1.29156845558797	1.34946502999142	1.89595305867406	3.33141748628791
AC003080.4	0	0	0	0	0	0
AC003084.2	0	0	0	0	0	0
AC003088.1	0	0	0	0	0	0
AC003090.1	1.02192710466422	0.0667419617406481	0.165325640257452	0	0	0
AC003092.1	0	0	0	0	0	0
AC003092.2	0	0	0	0	0	0
AC003099.1	0	0.590457579926517	0	0.323015615210672	0	0
AC003099.2	0	0	0	0	0	0
AC003101.1	0	0	0	0	0	0
AC003102.3	0	0	0	0	0	0
AC003104.1	0.335471775885298	1.22197774015727	0.744035657430269	0.307402404289627	3.62764215374713	1.13306015111444
AC003111.1	0	0	0	0	0	0
AC003111.2	0	0	0	0	0	0
AC003658.1	0	0	0	0	0	0
AC003664.1	0	0	0	0	0	0
AC003666.1	0	0	0	0	0	0
AC003681.1	0	0	0	0	0	0
AC003682.1	15.2339079136521	11.9594052931387	11.652086083123	1.49013856803177	0.759523092265512	14.8112137238902
AC003682.2	0.345675932610012	0.302900003422648	0.279058812719449	0.239706559684765	0.377050587149959	0.56903069570776
AC003684.1	0	0	0	0	0	0
AC003684.2	0	0	0	0	0	0
AC003950.1	0	0	0	0	0	0
AC003950.2	0	0	0	0	0	0
AC003956.1	0	0	0	0	0	0
AC003958.2	0	0	0	0	0	0
AC003958.6	0	0	0	0	0	0
AC003963.1	6.26196346519895	3.71745462321294	4.49544955942353	3.75701791515371	5.80967901670953	8.27706323914408
AC003967.1	0.076246245899109	0	0	0.06252930644831	0.0584142969112964	0
AC003968.1	0	0	0	0	0	0
AC003984.1	0	0	0	0	0	0
AC003985.1	0	0	0	0	0	0
AC003986.5	0	0	0	0	0	0
AC003986.6	0	0	0	0	0	0
AC003986.7	0	0	0	0	0	0
AC003988.1	0	0	0	0	0	0
AC003989.3	0	0	0	0	0	0
AC003989.4	0	0	0	0	0	0
AC003991.3	0	0	0	0	0	0
AC004006.2	0	0	0	0	0	0
AC004009.3	0	0	0	0	0	0
AC004012.1	0	0	0	0	0	0
AC004014.3	0	0	0	0	0	0
AC004016.1	0	0	0	0	0	0
AC004019.10	0	0	0	0	0	0
AC004019.13	0.360895017889085	0.241320069999929	0.268668791027172	0.125055921971346	0.308026031148709	0.372531687327045
AC004022.7	0	0	0	0	0	0
AC004022.8	0	0	0	0	0	0
AC004023.1	0.447377914009876	0.605858767736616	0.573571070890184	0.719095970169002	0.159312757117685	1.44808249669922
AC004034.1	0	0	0	0	0	0
AC004034.2	0	0	0	0	0	0
AC004051.2	0	0	0	0	0	0
AC004052.1	0	0	0	0	0	0
AC004053.1	0.0254190096736503	0.0308059918606843	0.0310021202057027	0.036475367785521	0.0477960671056086	0.093127690564823
AC004054.1	0	0	0	0	0	0
AC004057.1	946.82985464098	960.353821241174	714.855554243328	442.00395650903	83.2755033812505	796.423458159054
AC004062.2	0	0	0	0	0	0
AC004063.1	0	0	0	0	0	0
AC004066.2	0	0	0	0	0	0
AC004066.3	0	0	0	0	0	0
AC004069.1	0	0	0	0	0	0
AC004069.2	0.772507290101788	0.169436998709152	0.217021443957489	6.89408236971053	16.5142690620076	0.610450592536816
AC004070.1	0	0	0	0	0	0
AC004073.1	0	0	0	0	0	0
AC004074.4	0	0	0	0	0	0
AC004080.12	0	0	0	0	0.122138001306546	0.0672365994839861
AC004080.14	0	0	0	0	0	0.103473173227563
AC004080.15	0	0	0	0	0	0
AC004080.16	0	0	0	0	0	0
AC004080.17	0	0	0	0	0	0
AC004080.22	0	0	0	0	0	0
AC004112.1	0	0	0	0	0	0
AC004112.2	0	0	0	0	0	0
AC004112.4	0	0	0	0	0	0
AC004112.5	0	0	0	0	0	0
AC004112.7	0	0	0	0	0	0
AC004128.1	0.177913853147661	0.0718838699605794	0.139499862607919	0.13026841788571	0.191192211675559	0.274184487912921
AC004129.7	0	0	0	0	0	0
AC004129.9	0	0	0	0	0	0
AC004134.1	0.127094235274615	0.0616074138849424	0.0775056480069001	0.0833616192370961	0.13275459953905	0.181119347707227
AC004142.1	0	0	0	0	0	0
AC004148.1	7.29563725007297	2.64917511040647	3.43071558999603	1.46416224335634	0.201833332949896	4.73351356169273
AC004159.1	0	0	0	0	0	0
AC004160.4	0	0	0	0	0	0
AC004221.1	2.46066939603341	1.17575502516983	4.34582554551735	6.51290409914901	14.3482600876728	6.42515412034116
AC004222.1	0	0	0	0	0	0
AC004223.1	2.18050627726535	2.61831509011005	2.82072629893804	1.41718934253575	1.90121954486695	5.3443846321643
AC004231.2	0	0	0	0	0.132836901863201	0
AC004237.1	0	0	0	0	0	0
AC004240.2	0	0	0	0	0	0
AC004241.1	0.13215355228996	0.143755771297251	0.14981542897703	0.114642717292365	1.94902541062941	0.946298366372169
AC004258.1	28.7001840172724	37.3489623006247	40.6567764217604	34.6281234094769	2.15693092643678	41.0688229897506
AC004381.1	0	0	0	0	0	0
AC004381.2	0	0	0	0	0	0
AC004381.3	0	0	0	0	0	0
AC004381.6	0.081321097444894	0.24130616273618	0.258327995060179	0.333541471286794	0.0212401184187305	1.14338774035386
AC004383.1	0	0	0	0	0	0
AC004383.3	0.442305451785612	0	0	0	0	0
AC004386.1	0	0	0	0	0	0
AC004386.2	5.169785781456	4.47723136367595	3.83382581991873	3.18878085535791	5.25767533311556	8.86726285326084
AC004386.3	0	0	0	0	0	0
AC004386.4	0	0	0	0	0	0
AC004447.1	30.9433741661033	24.6648134263022	29.2670309118556	19.0557537169906	5.84705737068539	67.4013111890322
AC004448.1	0.177935692767306	0.328617371545782	0.273845900993749	0.255318188481117	0	0.186229485247601
AC004448.2	0	0	0	0	0	0
AC004448.5	0	0	0	0	0	0
AC004448.6	0	0	0	0	0	0
AC004449.1	2.07876174865058	3.54834570569852	3.53933982656673	2.06340279405289	2.01803609685447	5.85135933433541
AC004453.8	0.645693915806894	0.369707118682141	0.47532459883426	0	0	0
AC004458.1	0	0	0	0	0	0
AC004460.1	0	0	0	0	0	0
AC004460.2	0	0	0	0	0	0
AC004461.4	0.976046649598355	0.88833838759627	1.0953111496169	1.05785161370494	1.36473241858625	2.2297705299179
AC004471.1	0	0	0	0	0	0
AC004471.9	0.244008867099469	0	0.387535289178249	0.224081921748681	0.913851183384813	0.584682389156725
