	Bcells	CD4_Tcells	CD8_Tcells	Monocytes	Neutrophils	NKcells
AC092421.1	0	0	0	0	0	0
AC092423.1	0	0	0	0	0	0
AC092431.1	0	0.687969640715468	0.485670079625965	0.823229689707352	0.732942563012354	0.434579844582022
AC092431.3	0	0	0	0	0	0
AC092435.1	0	0	0	0	0	0
AC092436.1	0	0	0	0	0	0
AC092436.2	0	0	0	0	0	0
AC092436.3	0	0	0	0	0	0
AC092436.4	0	0	0	0	0	0
AC092436.5	0	0	0	0	0	0
AC092438.1	0	0	0	0	0	0
AC092451.1	0	0	0	0	0	0
AC092455.1	0	0	0	0	0	0
AC092470.1	0	0	0	0	0	0
AC092470.2	0	0	0	0	0	0
AC092484.1	0	0	0	0	0	0
AC092485.1	0	0	0	0	0	0
AC092490.1	12.6650120054233	6.92522650443585	5.73593994240573	2.13620382611607	0.615982878368042	8.08137661989131
AC092490.2	5.52091441134043	3.01891453846324	2.00490513368349	0.729476893357141	0.286833942914883	3.01104280291216
AC092535.1	0.0711725837391827	0.975593514634875	4.32458256324401	0.052106264345681	0	59.5381246734051
AC092535.2	4.49467617984636	2.3928714459275	3.05908642710681	1.18803775807553	0.892307413973519	11.667487548186
AC092535.3	0.0914947059763484	0.0359420787511951	0.0155020856755743	0	0	0.253562486033098
AC092568.1	0	0	0	0	0	0
AC092569.2	0	0	0	0	0	0
AC092570.1	0	0	0	0	0	0
AC092570.2	0	0	0	0	0	0
AC092570.3	0	0	0	0	0	0
AC092570.4	0	0	0	0	0	0
AC092573.2	0	0	0	0	0	0
AC092574.1	0	0	0	0	0	0
AC092574.2	0	0	0	0	0	0
AC092576.1	0	0	0	0	0	0
AC092578.1	0	0	0	0	0	0
AC092579.1	1.21481993328406	0.836878617739495	1.11090429670065	0.745076343304102	0.515077623442939	2.59194766094384
AC092580.1	0	0.143755038159747	0.495988100443187	0	0	0.765606061750759
AC092580.2	0	0	0	0	0	0
AC092580.3	0	0	0	0	0	0
AC092580.4	0	22.1089182281625	63.2112360308288	0	0	73.0669394199851
AC092597.3	0.747276743830721	0	0	0.239691700997265	0	0.734566586176222
AC092601.1	0	0	0	0	0	0
AC092610.1	4.12184665902041	6.61891132482676	6.09708572541072	2.29272617711719	0.0159318646667754	6.52358810065197
AC092610.12	0	0.154019162322028	0.289345558958853	0	0	0
AC092610.8	0	0	0	0	0.0849675498121604	0
AC092614.2	0	0	0	0	0	0
AC092620.2	0.45755122313546	0	0	0.797335700920274	9.92980301897657	0.713709102133056
AC092620.3	1.20482621916895	0.169437095976306	0.21185496098019	1.08900749336276	6.46262154457868	0.382811302116495
AC092625.1	0	0	0	0	0	0
AC092628.3	0	0	0	0	0	0
AC092635.1	0	0	0	0	0	0
AC092636.1	0	0.236201235101439	0.26871980381113	0	0	0.315568638131086
AC092638.1	0	0	0	0	0	0
AC092638.2	0	0	0	0	0	0
AC092641.1	0	0	0	0	0	0
AC092641.2	0.503293999278184	0.451831793540381	0.29454123477265	0.390813182114904	0.393052323274416	0.775998324863115
AC092642.1	0	0	0	0	0	0
AC092646.1	0	0	0	0	0	0
AC092646.2	0	0	0	0	0	0
AC092651.1	0	0	0	0	0	0
AC092652.1	0	0	0	0	0.265531635607227	0
AC092653.1	0	0	0	0	0	0
AC092653.2	0	0	0	0	0	0.0258647773134029
AC092656.1	0	0	0	0	0	0
AC092657.2	0	0	0	0	0	0
AC092660.1	0	0	0	0	0	0
AC092662.1	0	0	0	0	0	0
AC092662.2	0	0	0	0	0	0
AC092662.3	0	0	0	0	0	0
AC092662.4	0	0	0	0	0	0
AC092662.5	0	0	0	0	0	0
AC092662.6	0	0	0	0	0	0
AC092662.7	0	0	0	0	0	0
AC092664.1	0	0	0	0	0	0
AC092667.2	0.244001706725521	0	0	0.0312620709772667	0	0
AC092669.1	0	0	0	0	0	0
AC092669.2	0	0	0	0	0	0
AC092669.3	18.2519958575703	13.8013905782717	14.2720196305578	7.3881451723671	14.7406359956243	26.6227380062805
AC092669.6	0	0	0	0	0	0
AC092670.1	0	0	0	0	0	0
AC092675.1	0	0	0	0	0	0
AC092675.3	0	0	0	0	0	0
AC092675.4	0	0	0	0	0	0
AC092681.1	0	0	0	0	0	0.0206930191473086
AC092683.1	0	0	0	0	0	0
AC092683.2	0	0	0	0	0	0
AC092683.3	0	0	0	0	0	0
AC092684.1	0	0	0	0	0	0
AC092687.3	0	0	0	0	0	0
AC092687.4	0	0	0	0	0	0
AC092687.5	0	0	0	0	0	0
AC092701.1	0	0	0	0	0	0
AC092705.1	0	0	0	0	0	0
AC092718.1	0	0	0	0	0	0
AC092724.1	0	0	0	0	0	0
AC092745.1	0	0	0	0	0	0
AC092755.4	0	0	0	0	0	0
AC092757.1	0	0	0	0	0	0
AC092786.1	0	0	0	0	0	0
AC092796.1	0	0	0	0	0	0
AC092798.2	3.43116728630748	1.60186216448051	1.6430688692762	0.630425113295921	0.83407490150765	3.6004390926147
AC092801.1	0.00508230363743302	0	0.0103345241323245	0.00520999368728101	0	0.0413872963183664
AC092807.1	1.92660893581711	1.45307512278857	1.48811511691729	0.479372496034345	0.350461918296663	2.35929046876433
AC092811.1	1.98227311552195	1.56107414006652	1.58640311694436	1.17229925004842	4.58311891045146	3.20772643515239
AC092812.1	0	0	0	0	0	0
AC092821.1	0.28467904884898	0.148901184818271	0.242851402331375	0	0	0.594937621322971
AC092835.2	1.03176991682686	0.605811339565136	0.552922361994728	0.21362751360963	0	1.17925030996632
AC092839.3	0	0	0	0	0	0
AC092839.4	0	0	0	0	0	0
AC092841.1	0	0	0	0	0	0
AC092846.1	0	0	0	0	0	0
AC092851.1	0	0	0	0	0	0
AC092865.1	0	0	0	0	0	0
AC092868.1	0	0	0	0	0	0
AC092896.1	0	0	0	0	0	0
AC092898.1	0	0	0	0	0	0
AC092902.1	0	0	0	0	0	0
AC092903.1	0	0	0	0	0	0
AC092905.1	0	0	0	0	0	0
AC092925.1	0	0	0	0	0	0
AC092933.3	0	0	0	0	0	0
AC092933.4	1.52509573640511	1.08331344623566	1.22980911019992	1.47979269692236	1.7951637156883	2.50879006311505
AC092958.1	0	0	0	0	0	0
AC092964.1	11.6792324473667	13.8541765676286	10.974746233002	10.608935084606	30.9632737778089	17.9578006153219
AC092965.1	0	0	0	0	0	0
AC092966.1	0	0	0	0	0	0
AC093004.1	0	0	0	0	0	0
AC093004.2	0.0965690681686845	0.0256722812398181	0.0310067714155565	0	0	0.0206919359802478
AC093028.1	0	0	0	0	0	0
AC093081.1	0	0	0	0	0	0
AC093084.1	0	0	0	0	0	0
AC093087.1	5.02728765789063	3.82551543770074	3.97850130296485	3.9860742999843	6.27686854721673	8.36511409108041
AC093106.4	0	0	0	0	0	0
AC093106.5	0	0	0	0	0	0
AC093106.6	0	0	0	0	0	0
AC093107.7	0	0	0	0	0	0
AC093110.3	7.01479493458715	5.39093658347168	5.15682812090256	0	0	4.1440401310716
AC093142.2	0	0	0	0	0	0
AC093159.1	0	0	0	0	0	0.310383796562774
AC093162.1	0	0	0	0	0	0
AC093162.2	0.411752721299705	0.292651833281319	0.34101570203662	0.317861726723579	0.499165823168957	0.646761712589706
AC093162.3	0	0	0	0	0	0
AC093162.5	3.09544111436974	3.3836206180266	2.86243306329814	1.84969687997789	4.99710636179319	6.62605065841032
AC093166.1	0	0	0	0	0	0
AC093166.2	0	0	0	0	0	0
AC093166.3	0	0	0	0	0	0
AC093166.4	0	0	0	0	0	0
AC093168.1	0	0	0	0	0	0
AC093169.5	2.21624908290412	2.74682259502951	2.51643513160992	6.57112165749575	6.25534633860541	3.77091618290459
AC093171.1	0	0	0	0.0260521414299193	0	0
AC093227.1	0	0	0	0	0	0
AC093249.1	1.48943977309799	1.03209275966116	1.14710604874289	0.692916706774304	1.00370381094976	2.25041789623239
AC093264.4	1.8251397581361	1.72503067286826	1.76717339767293	0.828437988414754	0.955821167732547	3.96689257228937
AC093267.1	0	0	0	0	0	0
AC093304.1	0	0	0	0	0	0
AC093311.1	0	0	0	0	0	0
AC093311.2	0	0	0	0	0	0
AC093311.3	0	0	0	0	0	0
AC093311.4	0	0	0	0	0	0
AC093323.3	9.3627885284876	21.8499269533961	16.799564768513	3.29781165475736	1.01430364128507	29.9922009858941
AC093326.1	0	0	0	0	0	0
AC093326.2	0	0	0	0	0	0
AC093326.3	0	0	0	0	0	0
AC093331.1	0	0	0	0	0	0
AC093334.1	0	0	0	0	0	0
AC093375.1	0	0.497995958334198	0.289337686701459	0	0	0
AC093376.1	0.991480542998146	0.893324801230222	0.914612101027814	0.734673131614578	1.49745797956813	1.78978865516404
AC093381.2	0	0	0	0	0	0
AC093382.1	0	0	0	0	0	0
AC093388.3	0.345625815754139	0.426193822820686	0.52701612856721	0	0	1.10190275880965
AC093390.1	0	0	0	0	0	0
AC093393.1	0	0	0	0	0	0
AC093415.3	0	0	0	0	0	0
AC093419.1	0	0	0	0	0	0
AC093420.1	0.157581491922302	0.102692928608057	0.180816600865624	0.224083288784177	0.249585108196397	0.27935451874359
AC093484.4	1.37257566023826	2.53132144465495	3.47721019047986	1.53707168696552	0.302733317547686	6.11852442074964
AC093484.6	3.20266717296183	2.6181489491527	3.33781426580262	2.5011688063132	0.531112083334478	6.80860902237609
AC093495.1	0	0	0	0	0	0
AC093495.4	1.81465740671488	1.60698970584007	1.24003276231463	2.38655345616472	27.7833411919034	2.52497054478678
AC093510.1	0.167743010625074	0	0	0	0	0
AC093510.2	1.83021240567472	2.13080811504744	1.74616484972035	0.448117712411051	0	2.17785283309576
AC093515.1	0	0	0	0	0	0
AC093520.1	1.15907146024101	0.85749278234801	1.14718855191599	3.07969970626983	16.9855824412925	3.86548899034682
AC093520.2	0	0	0	0	0.0849793677953985	0.108649970540095
AC093525.1	11.0566567545112	4.23126618809165	4.84673585344964	8.85260718426176	3.99378139778774	10.4913218335765
AC093536.1	0	0	0	0	0	0
AC093577.2	0	0	0	0	0	0
AC093577.4	0	0	0	0	0	0
AC093585.6	0	0	0	0	0	0
AC093590.1	0	0	0	0	0	0
AC093599.2	0	0	0	0	0	0
AC093600.1	0	0	0	0	0	0
AC093600.2	2.65906207158038	4.69817115024008	4.65471209566394	1.74554195531202	0.334699523087341	3.75058980607649
AC093609.1	0	0.246434645824752	1.16787791321317	0.0260526613440447	0.546963140216475	1.13787710892677
AC093611.1	0	0	0	0	0	0
AC093616.1	0	0	0	0	0	0
AC093616.4	0.233896531740301	0.990948008258799	2.32023633847688	1.78218254437723	4.47698996839659	6.79188401383015
AC093620.5	0	0	0	0.536651287596842	0.967016782939078	0
AC093627.10	0.401561546730815	0.723816989778752	0.83194607555485	5.53885861627311	0.308047917911196	2.65906791848101
AC093627.11	0	0	0	0	0	0
AC093627.12	0	0	0	1.287050567997	0	0
AC093627.6	0.391376906733653	0.369657571598286	0.346222943640891	30.5695778246816	177.133285288628	0.791514204248974
AC093627.7	0	0	0	0.0364737258816625	0.536676834675019	0
AC093627.8	0	0	0	0	0	0
AC093627.9	2.25659279273743	1.16557092213275	0.976591332390891	1.35481723411101	0.414238931228272	1.18968576736662
AC093628.1	0	0	0	0	0	0
AC093639.1	0	0	0	0	0	0
AC093642.1	6.23842871889127	3.92272066504738	2.40766047133557	3.70515697350579	0	2.77315005677879
AC093642.3	23.6046012487784	12.4044519269651	12.0722069216181	1.54756412114056	0.0265635478789799	5.69600389304496
AC093642.4	0.676203018186207	9.95065813107085	4.87753712048785	0	0	0.35696655816328
AC093642.5	17.5596894282529	12.0670129269078	9.64246780148663	9.56179221319742	7.52529421331907	14.3346760725309
AC093642.6	0	0	0	0	0	0
AC093662.1	0	0	0	0	0	0.274165492934119
AC093668.1	0	0.451812422648915	0	0	0	0
AC093668.2	0	0	0	0	0	0
AC093668.3	11.2805757446007	21.7651847641328	18.3217676490663	8.87910448545791	1.81652529983112	5.21972838895681
AC093668.5	1.093056686929	1.51448664864073	1.67926310171284	1.22970477113798	0.653186113536326	1.55198756617415
AC093673.5	1.20975791473452	3.88179812086557	5.36864860526155	23.7697060661438	18.3317390618129	8.85217642932904
AC093677.1	0	0	0	13.6368872850748	0.504578042177217	0
AC093680.1	0	0	0	0	0	0
AC093690.1	0.325324032689519	0.215647171331286	0.30484589006786	0.239664448882108	0.350523081574163	0.729429787255812
AC093693.1	0	0	0	0	0	0
AC093693.2	0	0	0	0	0	0
AC093698.1	0	0	0	0	0	0
AC093698.2	0	0	0	0	0	0
AC093698.4	0	0	0	0	0	0
AC093700.1	0	0	0	0	0	0
AC093702.1	0	0	0	0	0	0
AC093716.1	0	0	0	0	0	0
AC093724.2	0.782801974415313	1.01652168883206	0.935322742835963	0.734808755556531	0	1.04500884641548
AC093732.1	0	0	0	0.286587367859614	0	0
AC093734.13	0.233819963219096	0.174562937542959	0.180835020489157	0.0937894199524361	0.116840913757134	0.455303953507869
AC093734.14	0	0	0	0	0	0
AC093738.1	0	0	0	0	0	0
AC093752.1	0.442269696325486	0	0	0.317807496753018	1.62541141429258	0
AC093766.1	0	0	0	0	0	0
AC093784.1	0	0	0	0	0	0
AC093787.1	0	0	0	2.30303892484973	0	0
AC093799.1	0	0	0	0	0	0
AC093802.1	0.340578785156041	0.236194069109135	0.206671356410304	0.270951662363471	0.355776349398547	0.36730693730974
AC093806.1	0	0	0	0	0	0
AC093813.1	0	0	0	0	0	0
AC093817.1	0	0	0	0	0	0
AC093818.1	6.11065126515055	5.59703356640098	5.31734097115511	0.989990054440848	6.21155344370323	3.96286868008061
AC093822.1	0	0	0	0	0	0
AC093824.1	0	0	0	0	0	0
AC093827.1	0.904953484869897	0.580175797293879	0.537429903267553	0.5314221627996	0.53634105562113	1.3345779251192
AC093838.4	17.2682883588206	16.3851039311587	17.555643981398	6.63968394811296	3.51542902259083	27.3537096708645
AC093843.1	0	0	0	0	0	0
AC093850.1	0	0	0	0	0	0
AC093850.2	0	0	0	0	0	0
AC093859.1	0	0	0	0	0	0
AC093865.1	0	0	0	0	0	0
AC093874.1	0	0	0	0	0	0
AC093874.2	0	0	0	0	0	0
AC093895.1	0	0	0	0	0	0
AC093897.1	0	0	0	0	0	0
AC093899.3	0	0	0	0	0	0
AC093901.1	0	0.195113583911459	0.0774967089115012	0	0	0.191397826712656
AC093905.1	0	0	0	0	0	0
AC093911.1	0	0	0	0	0	0
AC093912.1	0	0	0	0	0	0
AC093927.1	67.2168078225738	55.2803492740263	59.5292830171601	40.8332923296132	70.9057325903406	120.807266092984
AC094019.4	0.386325856581302	0.5750343190178	0.408239953517709	0	0	1.87287452429761
AC094106.1	0	0	0	0	0	0
AC094106.2	0	0	0	0	0	0
AC095030.1	0	0	0	0	0	0
AC095047.1	0	0	0	0	0	0
AC095055.1	1.1386500288276	0.893420167578263	1.0232137497834	0.672220615789959	0.817753055686352	1.88311872505266
AC095061.1	0	0	0	0	0	0
AC096507.1	0	0	0	0	0	0
AC096536.1	0	0	0	0	0	0.0827672328295428
AC096540.1	0	0	0	0	0	0
AC096543.1	0	0	0	0	0	0
AC096546.1	0	0	0	0	0	0
AC096552.1	0	0	0	0	0	0
AC096554.1	0	0	0	0	0	0
AC096558.1	0	0	0	0	0	0
AC096559.1	0.808290803553705	0	0	0	0	0
AC096559.2	0	0	0	0	0	0
AC096563.1	0	0	0	0	0	0
AC096565.1	0	0	0	0	0	0
AC096570.1	0	0	0	0	0	0
AC096570.2	0	0	0	0	0	0
AC096571.1	0	0	0	0	0	0
AC096574.4	0	0	0	0.0312620709772667	0	0
AC096574.5	0	0.0359397412240573	0.0413332957800362	0.276160073802947	0	0
AC096579.13	0.447321386028406	0	0	0	0	0
AC096579.7	467.923503530849	0.215647692399243	0.790600336321565	0	0	0.879426973808634
AC096582.8	0	0	0	0	2.14620437745102	0
AC096582.9	0	0	0	0	0	0
AC096632.1	4.16889662708633	4.26205532325679	5.32230655545272	3.65759826815338	1.45054876968571	3.94087373851452
AC096633.1	0	0	0	0	0	0
AC096642.1	0	0	0	0	0	0
AC096643.1	0	0	0	0	0	0
AC096645.1	0	0	0	0	0	0
AC096649.1	0	0	0	0	0	0
AC096649.2	0	0	0	0	0	0
AC096649.3	0	0	0	0	0	0
AC096649.4	0	0	0	0	0	0
AC096651.1	0	0	0	0	0	0
AC096651.2	0.137244245568153	0.179686472576844	0.21700311687913	0.698193105079181	2.68705249182363	0.59488407678292
AC096664.1	0	0	0	0	0	0
AC096664.2	0	0	0	0	0	0
AC096664.3	0	0	0	0	0	0
AC096669.1	0	0	0	0	0	0
AC096669.2	0	0	0	0	0	0
AC096669.3	0	0	0	0	0.254911413806204	0
AC096670.3	0	0	0	0	0.0477955007454489	0
AC096732.2	0	0	0	0	0	0
AC096733.1	0	0	0	0	0	0
AC096742.1	0	0	0	0	0	0
AC096743.1	0	0	0	0	0	0
AC096750.1	0	0	0	0	0	0
AC096753.1	0	0	0	0	0	0
AC096756.1	0	0	0	0	0	0
AC096766.1	0	0	0	0	0	0
AC096772.6	2.8620207289438	3.55794571878306	4.09227708721161	3.67862800312478	4.40250481593113	5.17927954430575
AC096775.2	0	0	0	0	0	0
AC096921.2	0	0	0	0	0.488759531999865	0
AC096922.1	0	0	0	0	0	0
AC096947.1	0.335479288119331	0.272104634884539	0.268724147942282	0.229268940190464	0.292125898627841	0.538071990631789
AC096951.1	0	0	0	0	0	0
AC096952.1	0	0	0	0	0	0
AC096971.1	0	0	0	0	0	0
AC097065.1	0	0	0	0	0	0
AC097359.1	0.0762345545614954	0	0.330677677087731	0.385634342302731	0	0.651810198658497
AC097359.2	0	0	0	0	0	0
AC097359.3	0.625339742114872	0.338846728918083	0.511521401799552	0.375149938877589	0.541753107898308	0.905513793372256
AC097361.1	0	0	0	0	0	0
AC097372.1	0	0	0	0	0	0
AC097374.1	0	0	0	0	0	0
AC097374.2	0	0	0	0	0	0
AC097374.3	0	0	0	0	0	0
AC097374.4	0	0	0	0	0	0
AC097381.1	0	0.107834747650223	0.062002663566195	0	0	0
AC097382.5	0.864220601148079	0.693018018942359	0.857800661667516	0.77632739267828	1.80551287018948	1.88759917179334
AC097461.4	0.345672301234712	0.487710553124179	1.02803543941523	0.328283094023211	0.270820063016109	1.4643972746076
AC097463.1	0	0	0	0	0	0
AC097463.2	0	0	0	0	0	0
AC097467.2	0	0	0	0	0	0
AC097468.4	0	0	0	0	0	0
AC097468.7	0	0	0	0	0	0
AC097470.1	0	0	0	0.171949313572418	0	0
AC097483.1	0	0	0	0	0	0
AC097495.2	0.38126698793546	0.708479928818633	0.599379758694859	0.771186063049258	6.33575113695286	0.662174758916913
AC097495.3	0.269452469652807	0.441567869965194	0.516642828419027	0.260564123494936	1.86390563493045	0.341493088114845
AC097499.1	0	0	0	0	0	0
AC097499.2	0	0	0	0	0	0
AC097517.1	0	0	0	0	0	0
AC097523.1	0	0	0	0	0	0
AC097523.3	0	0	0	0	0	0
AC097526.1	0	0	0	0	0	0
AC097526.10	0	0	0	0	0	0
AC097526.11	0	0	0	0	0	0
AC097526.12	0	0	0	0	0	0
AC097526.13	0	0	0	0	0	0
AC097526.14	0	0	0	0	0	0
AC097526.15	0	0	0	0	0	0
AC097526.16	0	0	0	0	0	0
AC097526.17	0	0	0	0	0	0
AC097526.2	0	0	0	0	0	0
AC097526.3	0	0	0	0	0	0
AC097526.4	0	0	0	0	0	0
AC097526.5	0	0	0	0	0	0
AC097526.6	0	0	0	0	0	0
AC097526.7	0	0	0	0	0	0
AC097526.8	0	0	0	0	0	0
AC097526.9	0	0	0	0	0	0
AC097532.1	0	0	0	0	0	0
AC097532.2	0	0	0	0	0	0
AC097533.1	0	0	0	0	0	0
AC097534.1	0	0	0	0	0	0
AC097639.1	0	0	0	0	0	0
AC097639.8	0.0559124820119706	0.102689046039598	0.103345399935521	0	0	0
AC097648.1	0	0	0	0	0	0
AC097648.2	0	0	0	0	0	0
AC097648.3	0	0	0	0	0	0
AC097648.4	0	0	0	0	0	0
AC097648.5	0	0	0	0	0	0
AC097658.1	0	0	0	0.364740012351705	0	0
AC097662.2	0.508350323954728	0.359416190385683	0.377227689575387	0.0573118408671244	0	0.382861038050776
AC097711.1	0	0	0	0	0	0
AC097713.3	0	0	0	0	0	0
AC097713.4	0.157603864470081	4.74938886800422	2.05638645299746	0	0	0.393215865718599
AC097713.5	0	0	0	0	0	0
AC097714.1	0	0	0	0	0	0
AC097721.1	0	0	0	0	0	0
AC097721.2	0.467613905784838	0.0975570910760465	0.186007153467148	0.458504735369827	0.143381077687042	0.294807321042382
AC097724.3	0.762500869862811	0.842142286746621	0.656225038248037	1.33383568760607	2.2364049822244	1.30863693240999
AC098477.1	0	0	0	0	0	0
AC098479.1	0.645560666481948	0.241323413141112	0.392702243220443	0.547095380641313	0.313367671418461	1.23111512624906
AC098591.1	0.396526486128957	0.200236815927838	0.268684048465927	0.218860282460223	0.361106063494736	0.594997112718682
AC098591.2	0.0610019373868542	0.0359432897321641	0.0310003781942054	0.416829599779168	0.0424828573031453	0.0827696784290193
AC098592.6	0	0	0	0	0	0
AC098592.7	0	0	0	0	0	0
AC098614.1	0	0	0	0	0	0
AC098614.2	0.635373658681616	0.734181504940963	1.26598951376702	0.166741008982153	0	3.79318274252316
AC098614.3	0	0	0	0	0	0
AC098617.1	1.65751065535856	1.24767944745201	2.21659223530879	0.333416191400319	0.998480144022105	1.39160538317342
AC098649.1	0	0	0	0	0	0
AC098650.1	0	0	0	0	0	0
AC098680.1	0	0	0	0	0	0
AC098680.2	0	0	0	0	0	0
AC098680.3	0	0	0	0	0	0
AC098680.4	0	0	0	0	0.754091553094729	0.0465693090524565
AC098691.1	0	0	0	0	0	0
AC098784.1	0	0	0	0	0	0
AC098817.1	0	0	0	0	0	0
AC098817.2	0	0	0	0	0	0
AC098817.3	0	0	0	0	0	0
AC098817.4	0	0	0	0	0	0
AC098817.5	0	0	0	0	0	0
AC098817.6	0	0	0	0	0	0
AC098820.2	0	0	0	0	0	0
AC098820.3	0.548986626929092	0.333685529049459	0.227333184901271	0.297002173968245	0.201809272042809	0.27936400747459
AC098820.4	0.228726031075955	0.179683091602911	0.155010854558696	0.125063132550821	0.122144697028577	0.227611738783289
AC098823.3	0.559118280278453	0.323486709703113	0.428945643434794	0.593961079997352	0.81254674122557	0.78654737402949
AC098824.6	0.106754514498264	0.123241407273205	0.0206699987892408	0	0	0
AC098826.4	0	0	0	0	0	0
AC098826.5	0	0	0	0	0	0
AC098828.1	0	0	0	0	0	0
AC098828.2	0	0	0	0	0	0
AC098828.3	0	0	0	0	0	0
AC098830.1	0	0	0	0	0	0
AC098831.4	0.64057777400718	0	0.470216444589585	0	0	0.827792531101471
AC098847.1	0	0	0	0	0	0
AC098850.1	0	0	0	0	0	0
AC098850.4	0	0	0	0	0	0
AC098859.1	0	0	0	0	0	0
AC098869.1	0	0	0	0	0	0
AC098872.3	0	0	0	0	0	0
AC098935.1	0	0	0	0	0	0
AC098973.1	0	0	0	0	0	0
AC098973.2	0.843724380412829	0.708550558485863	0.749266377334166	0.229250358825766	0.552285341279549	1.55184228695323
AC099048.1	0	0	0	0	0	0
AC099339.1	0	0	0	0	0	0
AC099342.1	0	0	0	0	0	0
AC099343.1	0.503303798348831	0.159161495178463	0.196361147013254	0.161515103531569	0.382338111622383	0.408732767687221
AC099344.2	0	0	0	0	0	0
AC099344.3	0	0	0	0	0	0
AC099489.2	0	0	0	0	0	0
AC099489.3	0	0	0	0	0	0
AC099489.4	0.228754714472377	0.169440295367863	0.175683475756914	0.0937932655671905	0.88686846016846	0.274160592395082
AC099506.1	0	0	0	0	0	0
AC099520.1	0	0	0	0	0	0
AC099535.1	0	0	0	0	0	0
AC099535.4	0	0	0	0	0	0
AC099537.1	0	0	0	0	0	0
AC099539.1	0	0	0	0	0	0
AC099540.1	0	0	0	0	0	0
AC099545.1	0	0	0	0	0	0
AC099548.1	3.69545369841516	3.46566700941913	3.73082476032492	0.588785705253861	0	5.17389696754216
AC099552.2	0	0	0	0	0	0
AC099552.3	0	0	0	0	0	0
AC099552.4	0	0	0	0	0	0
AC099557.1	1.25049348523962	0.944775751857182	0.914514096431978	0.427305501349628	1.37011238635197	1.00339836716464
AC099652.1	0	0	0	0	0	0
AC099654.1	0	0	0	0	0	0
AC099654.10	0	0	0	0	0	0
AC099654.11	0	0	0	0	0	0
AC099654.12	0	0	0	0	0	0
AC099654.13	0	0	0	0	0	0
AC099654.14	0	0	0	0	0	0
AC099654.15	0	0	0	0	0	0
AC099654.16	0	0	0	0	0	0
AC099654.17	0	0	0	0	0	0
AC099654.18	0	0	0	0	0	0
AC099654.19	0	0	0	0	0	0
AC099654.2	0	0	0	0	0	0
AC099654.20	0	0	0	0	0	0
AC099654.21	0	0	0	0	0	0
AC099654.22	0	0	0	0	0	0
AC099654.23	0	0	0	0	0	0
AC099654.24	0	0	0	0	0	0
AC099654.3	0	0	0	0	0	0
AC099654.4	0	0	0	0	0	0
AC099654.5	0	0	0	0	0	0
AC099654.6	0	0	0	0	0	0
AC099654.7	0	0	0	0	0	0
AC099654.8	0	0	0	0	0	0
AC099654.9	0	0	0	0	0	0
AC099668.5	0.533790950637255	0.867782422045927	0.408183701884333	0.0416794342207319	0	0.341435433862913
AC099681.1	0	0	0	0	0	0
AC099681.2	0	0	0	0	0	0
AC099684.1	0	0	0	0	0	0
AC099754.1	0	0	0	0	0	0
AC099757.1	0	0	0	0	0	0
AC099778.2	5.94208001852826	5.67354791640863	5.82853274170911	2.42824669843191	7.08906510557569	7.07665268810229
AC099799.1	0	0	0	0	0	0
AC099805.1	0	0	0	0	0	0
AC099850.1	0.696383339695123	0.785715708193588	0.651080618091959	0.646104600637075	0.919084759645771	0.719134015160364
AC100756.1	0	0	0.0516643982759859	0	0	0
AC100756.2	0	0	0	0	0	0
AC100756.3	0	0.0205341043061211	0.170526194411902	0	0	0.413821552571532
AC100756.5	0	0	0	0	0	0
AC100757.1	0.681230896053255	0.564805822548944	0.526984710322842	0.510593487222732	0.446056491706317	1.67076103776216
AC100757.2	0	0	0	0	0	0
AC100757.4	0	0	0	0	0	0
AC100783.1	0	0	0	0	0	0
AC100784.1	0.533810267841462	0.703357671800637	0.640745062770855	0.250079562233459	0.382409602268872	1.36552115270165
AC100791.1	0.106772158780766	0.241293063351171	0.382393439722201	0	0	0
AC100791.2	0	0	0	0	0	0
AC100791.3	0	0	0.0103339964465124	0	0	0
AC100797.1	0.26938685523749	0.236164000581586	0.0929892607478923	0.229262295706321	0	0.481092282727684
AC100800.1	0	0	0	0	0	0
AC100802.3	0	0	0	0	0	0
AC100803.1	0.0304982732105398	0.256694088299602	0.144681977208536	0.0990002091207646	0.334560576574072	0.0258654435417059
AC100817.1	0	0	0	0	0	0
AC100821.1	0.244023802870081	0	0	0	0	0
AC100826.2	0.162652345768706	0.0975513898708752	0.165340313889448	0.255338300753536	0.191178945146396	0.263785265204206
AC100827.1	0	0	0	0	0	0
AC100827.2	0	0	0	0	0	0
AC100832.1	0	0	0	0	0	0
AC100832.2	0	0	0	0	0	0
AC100832.3	0	0	0	0	0	0
AC100839.1	0	0	0	0	0	0
AC100843.1	0	0	0	0	0	0
AC100848.1	0	0	0	0	0	0
AC100852.1	0	0	0	0	0	0
AC100852.2	0	0	0	0	0	0
AC100852.3	0	0	0	0	0	0
AC100858.1	0	0	0	0	0	0
AC102799.1	1.35197388803248	1.11948564659335	1.27118854527802	0.531494120970087	0	2.31761282986099
AC102941.1	0	0	0	0	0	0
AC102948.2	0	0	0	0	0	0
AC102953.4	0	0	0	0	0	0
AC102953.6	0	0	0	0	0	0
AC103563.1	0	0	0	0	0	0
AC103563.2	0	0	0	0	0	0
AC103563.3	0	0	0	0	0	0
AC103563.4	0	0	0	0	0	0
AC103563.5	0	0	0	0	0	0
AC103563.6	0	0	0	0	0	0
AC103563.7	0	0	0	0	0	0
